b_4k_6k,b_6k_8k,b_8k_11k,b_11k_16k,b_16k_up,sr,file,environment,label
0.053532686084508896,0.031241632997989655,0.04040571674704552,0.03213948756456375,0.018738890066742897,48000,tired_22.wav,cafe,tired
0.050597332417964935,0.027264852076768875,0.03163323923945427,0.02725577913224697,0.015508127398788929,48000,tired_21.wav,cafe,tired
0.06537579745054245,0.04827506095170975,0.041558898985385895,0.035300400108098984,0.02938055247068405,48000,happy_4 from trash.wav,outside,happy
0.022303953766822815,0.01531984657049179,0.015027351677417755,0.01603887975215912,0.006511879153549671,48000,stressed_14.wav,outside,stressed
0.03366508334875107,0.02186494879424572,0.016303153708577156,0.007818632759153843,0.0039100018329918385,48000,tired_2.wav,cafe,tired
0.03874479606747627,0.01516746822744608,0.019213929772377014,0.015535563230514526,0.00714537687599659,48000,stressed_15.wav,outside,stressed
0.04123946651816368,0.03556042164564133,0.03939209505915642,0.02935296669602394,0.015650589019060135,48000,tired_21.wav,outside,tired
0.047292329370975494,0.031651806086301804,0.03255177661776543,0.023728979751467705,0.011213075369596481,48000,tired_20.wav,outside,tired
0.03317037224769592,0.037434376776218414,0.02036955952644348,0.018468445166945457,0.009209689684212208,48000,tired_19.wav,outside,tired
0.04632370173931122,0.030931606888771057,0.033297110348939896,0.022500252351164818,0.01068071834743023,48000,tired_18.wav,outside,tired
0.024850618094205856,0.027718329802155495,0.023437408730387688,0.017819322645664215,0.005580367054790258,48000,tired_17.wav,outside,tired
0.053494829684495926,0.02747090347111225,0.03669969365000725,0.024974022060632706,0.014900748617947102,48000,tired_16.wav,outside,tired
0.050946809351444244,0.027658851817250252,0.02546483464539051,0.02296263352036476,0.010919188149273396,48000,tired_15.wav,outside,tired
0.05273640900850296,0.023345641791820526,0.026540769264101982,0.02041471004486084,0.013434074819087982,48000,tired_14.wav,outside,tired
0.03224053606390953,0.020245937630534172,0.0199153833091259,0.018116040155291557,0.008703997358679771,48000,tired_13.wav,outside,tired
0.03205059468746185,0.014745224267244339,0.019645359367132187,0.012226695194840431,0.0075791822746396065,48000,stressed_intense_9.wav,outside,stressed_intense
0.015508136712014675,0.008916116319596767,0.00986088439822197,0.005734724458307028,0.0034311802592128515,48000,stressed_intense_8.wav,outside,stressed_intense
0.07555973529815674,0.038211043924093246,0.03885124623775482,0.017636040225625038,0.00773959094658494,48000,stressed_intense_7.wav,outside,stressed_intense
0.04512452706694603,0.02096962183713913,0.023474635556340218,0.01306531298905611,0.0061284746043384075,48000,stressed_intense_6.wav,outside,stressed_intense
0.036944396793842316,0.018663112074136734,0.01584979146718979,0.013031313195824623,0.005604956764727831,48000,stressed_intense_5.wav,outside,stressed_intense
0.06504131853580475,0.03623954951763153,0.03364277258515358,0.018351787701249123,0.007732178550213575,48000,stressed_intense_4.wav,outside,stressed_intense
0.05720672756433487,0.039125099778175354,0.04075184091925621,0.02663496695458889,0.013739924877882004,48000,stressed_intense_3.wav,outside,stressed_intense
0.08949211239814758,0.03528865426778793,0.025900620967149734,0.02164195105433464,0.009925946593284607,48000,stressed_intense_2.wav,outside,stressed_intense
0.03754286468029022,0.021500661969184875,0.023528413847088814,0.0212722048163414,0.006929043680429459,48000,stressed_intense_1.wav,outside,stressed_intense
0.04312792792916298,0.037508562207221985,0.04679672792553902,0.023525463417172432,0.01194348931312561,48000,stressed_20.wav,outside,stressed
0.0212150439620018,0.024628445506095886,0.014470407739281654,0.01408856175839901,0.00906961876899004,48000,stressed_19.wav,outside,stressed
0.046007122844457626,0.023172924295067787,0.027131950482726097,0.019882889464497566,0.007914825342595577,48000,stressed_18.wav,outside,stressed
0.038383763283491135,0.02749074250459671,0.023874323815107346,0.011904560029506683,0.006845130585134029,48000,stressed_17.wav,outside,stressed
0.06939791142940521,0.0503348670899868,0.03817101567983627,0.02313137985765934,0.00973424967378378,48000,stressed_16.wav,outside,stressed
0.06164853647351265,0.03097446821630001,0.03935815393924713,0.03666737675666809,0.01867484301328659,48000,tired_20.wav,cafe,tired
0.0290227010846138,0.012892505154013634,0.009925547987222672,0.009036179631948471,0.003995227161794901,48000,tired_3.wav,cafe,tired
0.04138605669140816,0.02197238802909851,0.023489095270633698,0.02070911042392254,0.009800205938518047,48000,tired_19.wav,cafe,tired
0.07249481976032257,0.04419483244419098,0.05506375432014465,0.026590105146169662,0.011281085200607777,48000,happy_52.wav,cafe,happy
0.04777020215988159,0.03066970780491829,0.03250715881586075,0.014830482192337513,0.0043502855114638805,48000,stressed_1.wav,cafe,stressed
0.05296804755926132,0.04547218233346939,0.046832118183374405,0.025606878101825714,0.011694459244608879,48000,happy_62.wav,cafe,happy
0.047755394130945206,0.030847107991576195,0.0420285165309906,0.024872343987226486,0.008265427313745022,48000,happy_61.wav,cafe,happy
0.06177731230854988,0.04278058931231499,0.04932273551821709,0.03280145302414894,0.008641781285405159,48000,happy_60.wav,cafe,happy
0.07395988702774048,0.05251794308423996,0.05877099186182022,0.034830089658498764,0.011426335200667381,48000,happy_59.wav,cafe,happy
0.04563026875257492,0.03911540284752846,0.045228734612464905,0.022975804284214973,0.0065791066735982895,48000,happy_58.wav,cafe,happy
0.04887355864048004,0.028895584866404533,0.041907187551259995,0.02419104240834713,0.007509223185479641,48000,happy_57.wav,cafe,happy
0.06260589510202408,0.0453515462577343,0.06357593089342117,0.031533971428871155,0.008498561568558216,48000,happy_56.wav,cafe,happy
0.03885477036237717,0.0325344018638134,0.03406548500061035,0.015263530425727367,0.00531945051625371,48000,happy_55.wav,cafe,happy
0.04810749366879463,0.05261616036295891,0.05680694431066513,0.030252419412136078,0.013954180292785168,48000,happy_54.wav,cafe,happy
0.06133517622947693,0.03182164952158928,0.04746494069695473,0.024032732471823692,0.006934550125151873,48000,happy_53.wav,cafe,happy
0.06276975572109222,0.03839503228664398,0.047836873680353165,0.03013523295521736,0.009212666191160679,48000,happy_51.wav,cafe,happy
0.060359686613082886,0.02593235857784748,0.023713044822216034,0.016776295378804207,0.007524827960878611,48000,stressed_14.wav,cafe,stressed
0.06242256611585617,0.05718996003270149,0.05981278419494629,0.026911847293376923,0.013683376833796501,48000,happy_50.wav,cafe,happy
0.076971136033535,0.048038069158792496,0.027996525168418884,0.015314729884266853,0.0044105034321546555,48000,happy_3.wav,cafe,happy
0.057834360748529434,0.03983045741915703,0.027008535340428352,0.016481634229421616,0.008492486551404,48000,happy_21.wav,cafe,happy
0.044807836413383484,0.022024039179086685,0.021657979115843773,0.013142870739102364,0.0062800305895507336,48000,happy_20.wav,cafe,happy
0.09281947463750839,0.052079129964113235,0.039519160985946655,0.024515513330698013,0.007259069010615349,48000,happy_2.wav,cafe,happy
0.049370210617780685,0.04521075263619423,0.03453955799341202,0.024756185710430145,0.010500646196305752,48000,happy_19.wav,cafe,happy
0.03961405158042908,0.02268071658909321,0.01989593543112278,0.01324209850281477,0.005656230263411999,48000,happy_18.wav,cafe,happy
0.036482539027929306,0.023678261786699295,0.017643870785832405,0.015854036435484886,0.007173464167863131,48000,happy_17.wav,cafe,happy
0.04085647687315941,0.03297228366136551,0.02435886301100254,0.01700487546622753,0.007797658443450928,48000,happy_16.wav,cafe,happy
0.044596511870622635,0.033882319927215576,0.035336416214704514,0.02390851080417633,0.010420928709208965,48000,happy_15.wav,cafe,happy
0.0434282012283802,0.02475898340344429,0.021967556327581406,0.016322661191225052,0.00863129086792469,48000,happy_14.wav,cafe,happy
0.025818688794970512,0.01596779190003872,0.01920122094452381,0.019790519028902054,0.011377057991921902,48000,tired_18.wav,cafe,tired
0.04732394590973854,0.025929346680641174,0.030848175287246704,0.0217294804751873,0.01109650731086731,48000,stressed_13.wav,cafe,stressed
0.042548999190330505,0.02169610932469368,0.0205378495156765,0.01705159619450569,0.009634640999138355,48000,stressed_intense_2.wav,cafe,stressed_intense
0.07875765115022659,0.03322013467550278,0.03225183114409447,0.02502262033522129,0.012057662941515446,48000,stressed_intense_9.wav,cafe,stressed_intense
0.07573260366916656,0.03703576698899269,0.03993213176727295,0.019002195447683334,0.00885640550404787,48000,stressed_intense_7.wav,cafe,stressed_intense
0.03528640419244766,0.019083445891737938,0.017893454059958458,0.011089188046753407,0.004628179129213095,48000,stressed_intense_6.wav,cafe,stressed_intense
0.049943506717681885,0.033460456877946854,0.026433758437633514,0.01514995377510786,0.004755112342536449,48000,tired_1.wav,cafe,tired
0.032925255596637726,0.016671080142259598,0.010678121820092201,0.013671377673745155,0.006082459818571806,48000,stressed_intense_5.wav,cafe,stressed_intense
0.053936682641506195,0.026959838345646858,0.025241196155548096,0.018385212868452072,0.00955115631222725,48000,stressed_intense_4.wav,cafe,stressed_intense
0.04626346752047539,0.028735658153891563,0.03307461366057396,0.02256936766207218,0.009710444137454033,48000,stressed_intense_3.wav,cafe,stressed_intense
0.07039953768253326,0.0441201813519001,0.044057730585336685,0.027997121214866638,0.013713632710278034,48000,stressed_15.wav,cafe,stressed
0.048117153346538544,0.028097152709960938,0.02899991162121296,0.03248004615306854,0.016972946003079414,48000,tired_14.wav,cafe,tired
0.03799918293952942,0.018895503133535385,0.028780408203601837,0.025839464738965034,0.013359123840928078,48000,stressed_intense_1.wav,cafe,stressed_intense
0.08011890947818756,0.0337115079164505,0.02427555061876774,0.010502466931939125,0.003478369675576687,48000,stressed_3.wav,cafe,stressed
0.06804263591766357,0.02934848703444004,0.03422075882554054,0.01541186310350895,0.009017626754939556,48000,stressed_21.wav,cafe,stressed
0.037256985902786255,0.01594911888241768,0.01983100175857544,0.014584794640541077,0.00788480881601572,48000,stressed_20.wav,cafe,stressed
0.05337132140994072,0.02622261643409729,0.025912098586559296,0.027486527338624,0.0146061722189188,48000,tired_15.wav,cafe,tired
0.04249196499586105,0.02570125088095665,0.01761367917060852,0.011050950735807419,0.0035569181200116873,48000,stressed_2.wav,cafe,stressed
0.07416753470897675,0.025874929502606392,0.0330641008913517,0.02098388597369194,0.00998162105679512,48000,stressed_19.wav,cafe,stressed
0.049854837357997894,0.022115465253591537,0.02035653591156006,0.015396463684737682,0.00709226168692112,48000,stressed_18.wav,cafe,stressed
0.05729198455810547,0.039253558963537216,0.040059201419353485,0.04205958917737007,0.018043585121631622,48000,tired_16.wav,cafe,tired
0.03264881670475006,0.017285427078604698,0.018867792561650276,0.016519375145435333,0.008453326299786568,48000,stressed_17.wav,cafe,stressed
0.05324144661426544,0.025702446699142456,0.027257418259978294,0.017901012673974037,0.008804405108094215,48000,stressed_16.wav,cafe,stressed
0.05580092966556549,0.03414226695895195,0.03308367729187012,0.03595534339547157,0.01964452676475048,48000,tired_17.wav,cafe,tired
0.040619298815727234,0.016176028177142143,0.014369281008839607,0.0108979232609272,0.00477179978042841,48000,stressed_intense_8.wav,cafe,stressed_intense
0.03987058997154236,0.021018538624048233,0.023726457729935646,0.016813861206173897,0.011609003879129887,44100,tired_2.wav,outside,tired
0.0766369178891182,0.02256602980196476,0.02324722334742546,0.012161869555711746,0.008225890807807446,44100,stressed_1.wav,outside,stressed
0.054391879588365555,0.03127952665090561,0.032550789415836334,0.024684790521860123,0.017021242529153824,44100,tired_1.wav,outside,tired
0.029889684170484543,0.013564127497375011,0.01866241917014122,0.01623198762536049,0.009620804339647293,44100,happy_1.wav,outside,happy
0.06649982929229736,0.03778892010450363,0.05634579434990883,0.022677527740597725,0.013362650759518147,44100,stressed_3.wav,outside,stressed
0.027967117726802826,0.01100910920649767,0.016368376091122627,0.022017955780029297,0.010347530245780945,44100,stressed_2.wav,outside,stressed
0.0687900185585022,0.06395404785871506,0.05343268811702728,0.031745973974466324,0.018554318696260452,44100,happy_2.wav,outside,happy
0.026531826704740524,0.015261980704963207,0.01799190789461136,0.01478258240967989,0.009276156313717365,44100,happy_3.wav,outside,happy
0.03032635897397995,0.013067078776657581,0.01817817986011505,0.022570133209228516,0.017481397837400436,44100,tired_3.wav,outside,tired
